"","T.cell","Monocyte","Nk.cell","B.cell"
"chr1-6295001-6300000",-0.101924618319217,-0.16016240190779,0.750029716087619,-0.128735121910028
"chr1-6445001-6450000",0.80101653362958,-0.853683915790892,-0.0999446013021702,-0.0997306848164845
"chr1-6450001-6455000",0.810930020123443,-0.82182501733854,-0.134693112710077,-0.115229361184312
"chr1-6455001-6460000",0.862057679858354,-0.915838691397001,-0.0927250702786029,-0.303527679058741
"chr1-6460001-6465000",0.821117867803956,-0.894658954968114,-0.0497573500668441,-0.463041761587515
"chr1-6465001-6470000",0.791844394666963,-0.828607231173261,-0.0311623322888413,-0.373060767859727
"chr1-6750001-6755000",-0.827895932876887,0.877045789156124,-0.478693083416036,-0.294657429413249
"chr1-7840001-7845000",-0.115855880151971,-0.128250468887329,0.766894693971333,-0.156615189201275
"chr1-8105001-8110000",-0.731914868539751,0.766307426530887,-0.17708504327164,-0.317571152882531
"chr1-8125001-8130000",-0.754378644664982,0.765826514175733,-0.281179356984459,-0.124135277528441
"chr1-8150001-8155000",0.75278048893,-0.843980060064655,0.229681222642344,-0.844770257363243
"chr1-8225001-8230000",-0.748313892239196,0.782616934662409,-0.283062377923408,-0.247104414634303
"chr1-8945001-8950000",0.760442786429055,-0.689177451303312,-0.289694805799515,-0.368290825951737
"chr1-8965001-8970000",0.845529446158877,-0.780060470876434,-0.234418224527299,-0.326347548190013
"chr1-8970001-8975000",0.769363594823469,-0.735975007143838,-0.186916698149418,-0.210704471697215
"chr1-9035001-9040000",-0.720543014573086,-0.0539827451597929,-0.22192658366001,0.762709724463264
"chr1-9090001-9095000",-0.717344381820797,0.761864014371165,-0.280373462743532,-0.14288634871432
"chr1-9160001-9165000",-0.778858987080935,0.787840631034643,-0.371486738952416,-0.105209667069884
"chr1-9990001-9995000",-0.774607924263737,0.805447565777701,-0.297193562576121,-0.241277602679201
"chr1-10025001-10030000",-0.731891235661357,0.758169540525201,-0.253109262867526,-0.114839689832945
"chr1-10055001-10060000",-0.741138777744847,0.779853906585113,-0.209562931386752,-0.264315541430119
"chr1-10145001-10150000",-0.751232668486395,0.777225942316245,-0.16645410569584,-0.181513294958123
"chr1-10375001-10380000",-0.731354704751566,0.759797423523676,-0.321389111141104,-0.144956701076786
"chr1-10415001-10420000",-0.765138129269283,0.795440320702606,-0.443586387447015,-0.235099894955133
"chr1-10525001-10530000",-0.0871042714775238,-0.79726815829114,0.765272942056955,-0.302495658994928
"chr1-11790001-11795000",-0.763631922835718,0.78012508918344,-0.363873622164631,-0.24892753077826
"chr1-11850001-11855000",-0.709891293853791,0.753326058597986,-0.186322300382554,-0.213712845232899
"chr1-11960001-11965000",-0.753813853437972,0.762179381275186,-0.10588990816937,-0.159741804788459
"chr1-11985001-11990000",-0.7241203537935,0.752314049706582,-0.257542256304833,-0.137924433254229
"chr1-12040001-12045000",-0.664450304638327,-0.161833895544718,-0.085523287920549,0.751546892622879
"chr1-12375001-12380000",-0.710785557738457,0.763366944145258,-0.273006942632486,-0.370582999751359
"chr1-13590001-13595000",-0.877291532329576,0.882187789886192,-0.280761685311579,-0.171251418864118
"chr1-13620001-13625000",-0.855020313152929,0.879427642613041,-0.289180223361171,-0.24177686482255
"chr1-14540001-14545000",-0.667440271888224,0.911802848687073,-0.218914765469357,-0.175738605320099
"chr1-14735001-14740000",-0.874961485024679,0.825074562251503,-0.108395476916325,-0.10115101668263
"chr1-14740001-14745000",-0.871998372931946,0.854013395072229,-0.157293261449067,-0.134593806537716
"chr1-14755001-14760000",-0.835404207209429,0.836634840209652,-0.112143457186899,-0.0728536193479621
"chr1-14775001-14780000",-0.677302675263962,0.78995749740091,-0.0937463638777,-0.149442759397683
"chr1-14880001-14885000",-0.166387881431927,-0.17352847011144,-0.00256039171712471,0.805161492905774
"chr1-15015001-15020000",-0.655437699606998,0.831479039490819,-0.240796639013755,-0.131650541849554
"chr1-15065001-15070000",-0.739466540158556,-0.662198540521722,0.912440468355558,-0.239726025767504
"chr1-15080001-15085000",-0.859401896364963,0.0372860388162694,0.767856086528055,-0.236776908294145
"chr1-15135001-15140000",-0.843679470895291,0.839202471920414,-0.114380094949392,-0.272517593797743
"chr1-15140001-15145000",-0.842512169331197,0.817346778633754,-0.0381751622675766,-0.353647246646714
"chr1-15145001-15150000",-0.878641223720998,0.890347038186761,-0.208872313608337,-0.310789921979803
"chr1-15150001-15155000",-0.814655947678477,0.808274292884698,-0.0858967332084472,-0.353580856800712
"chr1-15165001-15170000",-0.829832551752735,0.853456796056506,-0.188397638486843,-0.202766555363483
"chr1-15175001-15180000",-0.868796225905188,0.794269769869087,0.0214266358765745,-0.234451103757464
"chr1-15185001-15190000",-0.577024904814256,0.750421274280078,-0.0124305605475827,-0.1857792223875
"chr1-15210001-15215000",-0.794456041389857,0.79556393528543,-0.0176099368259798,-0.192953257503292
"chr1-15220001-15225000",-0.803477989869226,0.798529418555241,-0.0768422439279775,-0.222678951624185
"chr1-15225001-15230000",-0.786400150220301,0.801978095214365,-0.0995383696517988,-0.249956016394313
"chr1-15230001-15235000",-0.887038758418516,0.879361436459152,-0.215653769608833,-0.384988912835387
"chr1-15235001-15240000",-0.64859662355763,0.758484657604178,0.025099078253849,-0.336335176757447
"chr1-15255001-15260000",-0.85357623335146,0.857402538506153,-0.198033050439708,-0.291969195921989
"chr1-15260001-15265000",-0.851152914399241,0.869843347852205,-0.325464758848631,-0.519558555628592
"chr1-15275001-15280000",-0.866605228499031,0.879963689733363,-0.227227416442414,-0.221913940825233
"chr1-15460001-15465000",-0.776707931856479,0.756217727445949,-0.0385262824255976,-0.0935306234262726
"chr1-16120001-16125000",-0.143631453120467,-0.550806955017006,0.758569060939524,-0.161579526533875
"chr1-17060001-17065000",-0.747369990610959,0.765034096512311,-0.329121516752641,-0.0843415513017764
"chr1-17065001-17070000",-0.837106652317345,0.869003289499119,-0.543320262576413,-0.412625947799993
"chr1-17080001-17085000",-0.567598021065225,0.754397723584058,-0.188070347641398,-0.14836955116584
"chr1-17095001-17100000",-0.806978989115038,0.841558796581223,-0.241006318481692,-0.322736935477731
"chr1-17120001-17125000",-0.770931253425304,0.761369373155001,-0.227601991524869,-0.0184495191471226
"chr1-17125001-17130000",-0.782523574424604,0.780297607872573,-0.344090910086079,-0.0637690917399005
"chr1-17130001-17135000",-0.714785612079817,0.796543355537445,-0.199452173934798,-0.0439571049834132
"chr1-17135001-17140000",-0.758657603663804,0.797725111243002,-0.135653335964121,-0.0927067335056229
"chr1-17140001-17145000",-0.926726457859361,0.867420071921463,-0.592515461255364,-0.0866568112835291
"chr1-17145001-17150000",-0.660618846569256,0.811223161121163,-0.183116162196453,-0.113935485292886
"chr1-17155001-17160000",-0.537369534256183,0.762604717428367,-0.0667128410114797,-0.106827729498842
"chr1-17160001-17165000",-0.789286530017861,0.821734213020465,-0.238518989913484,-0.186058863928523
"chr1-17165001-17170000",-0.551848919435393,0.780837627325918,-0.181017970897336,-0.0339180029394273
"chr1-17175001-17180000",-0.839604689424223,0.883502951067404,-0.177181402393017,-0.31709908987945
"chr1-17190001-17195000",-0.716243764311633,0.757084737650821,-0.14236937038946,-0.236754873507399
"chr1-17230001-17235000",-0.649636651813951,0.783712179382351,-0.16097394802165,-0.152131492044448
"chr1-17240001-17245000",-0.440233822073693,0.751814288735255,-0.246612697918034,-0.0987445406192532
"chr1-17245001-17250000",-0.631388785323521,0.781246522368455,-0.0425242312818134,-0.128509262494723
"chr1-17250001-17255000",-0.597267481804327,0.756423077564768,-0.137949585117522,-0.157665492769558
"chr1-17255001-17260000",-0.541615576462454,0.777011953101848,-0.0898255191871271,-0.126904002806439
"chr1-17270001-17275000",-0.80920858933645,0.82487104442004,-0.164826503207838,-0.183689712547864
"chr1-17275001-17280000",-0.808314895307267,0.845338455819492,-0.247550071198889,-0.250827812082619
"chr1-17280001-17285000",-0.890200106531805,0.904825513684607,-0.427314661351734,-0.419237824248411
"chr1-17285001-17290000",-0.828329384879749,0.862659020870547,-0.196695685466157,-0.371085210171165
"chr1-17290001-17295000",-0.510024684366019,0.77874191579568,-0.0724936226670093,-0.225937912999796
"chr1-17295001-17300000",-0.595807276317086,0.791821715433234,-0.112531032996526,-0.119284796789247
"chr1-17300001-17305000",-0.809433503083901,0.850597624816898,-0.328986882383571,-0.234506067481675
"chr1-17305001-17310000",-0.847300217423667,0.883631046546652,-0.46977375401178,-0.450175697154307
"chr1-17310001-17315000",-0.772292016424074,0.814993107585697,-0.273093381048345,-0.247026013604521
"chr1-17365001-17370000",-0.824092667072837,0.853100617669996,-0.293527816148208,-0.294584967307795
"chr1-17380001-17385000",-0.812322754519517,0.833120305184258,-0.127544122463806,-0.253672708652485
"chr1-17395001-17400000",-0.784958352623626,0.803117879188303,-0.16573973477035,-0.199373287456219
"chr1-17465001-17470000",-0.768775449834794,0.776332823819446,-0.14630662366594,-0.115663746372615
"chr1-17500001-17505000",-0.863898434568729,0.760595952555349,-0.175234060238449,0.0401580466814603
"chr1-17505001-17510000",-0.846392126014894,0.837828001515073,-0.167937723271747,-0.153435118873695
"chr1-17515001-17520000",-0.696395763152875,0.768130064921326,-0.142363704088071,-0.0478411272115182
"chr1-17545001-17550000",-0.862659884538336,0.855215925384789,-0.182114380858219,-0.126997101711321
"chr1-17560001-17565000",-0.753176688360699,0.807424931283639,-0.212049767802955,-0.0800345381526854
"chr1-17565001-17570000",-0.865157889447266,0.87034655027518,-0.219346791355945,-0.20438401691654
"chr1-17570001-17575000",-0.790142170277342,0.797065609855987,-0.210554946397261,-0.0832088443123466
"chr1-17575001-17580000",-0.638819659971234,0.761917554907599,-0.136801694250352,0.00980970677556581
"chr1-17580001-17585000",-0.782468403034202,0.787925049027666,-0.133999411010285,-0.129528282632102
"chr1-17585001-17590000",-0.893037577312126,0.894714171384982,-0.238789633725011,-0.194913080341454
"chr1-17590001-17595000",-0.681943732222886,0.852711818832517,-0.217211780272877,-0.0884411899731204
"chr1-17595001-17600000",-0.6863160054066,0.787383248507392,-0.148651752968184,-0.0679319046852858
"chr1-17600001-17605000",-0.853767934287006,0.832853564907063,-0.289869983984369,-0.0819543650663157
"chr1-17605001-17610000",-0.817727667447664,0.813701175764808,-0.207880366114331,-0.0985059131992153
"chr1-17610001-17615000",-0.823295016048451,0.852534281851157,-0.300456437902436,-0.172022294668646
"chr1-17615001-17620000",-0.882656618417013,0.906934347230786,-0.490705304927025,-0.370503376414306
"chr1-17620001-17625000",-0.802959432458576,0.788432385786345,-0.118303528710041,-0.0849956257403409
"chr1-17625001-17630000",-0.891283085930963,0.837632781875302,-0.316628798088895,-0.0715736393708747
"chr1-17630001-17635000",-0.902073993476863,0.890522391818014,-0.846410368279593,-0.357589517518956
"chr1-17635001-17640000",-0.909472359388285,0.83743221850748,-0.780608139567997,-0.0415779886984964
"chr1-17640001-17645000",-0.878540646196845,0.8748853013064,-0.382945730214806,-0.165773310310694
"chr1-17645001-17650000",-0.811121525201686,0.866294805199847,-0.281589239806418,-0.126989891381389
"chr1-17650001-17655000",-0.84157520816212,0.825507812254241,-0.188745727954072,-0.101289594857013
"chr1-17655001-17660000",-0.867136964800026,0.877480515658338,-0.307240361959812,-0.179563824468272
"chr1-17660001-17665000",-0.720257412390749,0.770414970056624,-0.208711894981423,-0.0793551256076999
"chr1-17665001-17670000",-0.741184169006948,0.790578455041363,-0.184252831963781,-0.101537939701917
"chr1-17670001-17675000",-0.893423629432588,0.831377912435264,-0.29672670323096,-0.0316333367675279
"chr1-17675001-17680000",-0.7959019217174,0.833500208547957,-0.242421049187658,-0.214710037573577
"chr1-17680001-17685000",-0.602153078752141,0.813459861581288,-0.169541399222268,-0.138110108916248
"chr1-17685001-17690000",-0.644972368226209,0.860757533888774,-0.166358221656325,-0.217517066723904
"chr1-17690001-17695000",-0.739243575835789,0.848578186758557,-0.156978538080892,-0.131858000652539
"chr1-17695001-17700000",-0.754589660711458,0.83812134262692,-0.22625520629699,-0.122250318628717
"chr1-17700001-17705000",-0.577637422510799,0.752430531711645,-0.141736441142682,-0.0202554538188999
"chr1-18020001-18025000",-0.26597306848275,-0.196464285800967,0.0336162586337653,0.842413931884424
"chr1-18040001-18045000",-0.415164264019147,-0.0547701677439279,-0.0540012912962433,0.77935306943627
"chr1-18160001-18165000",-0.874863384565306,0.934395266188011,-0.401750743553327,-0.398929531478821
"chr1-18165001-18170000",-0.623592300013218,0.864906338294139,-0.22373768833789,-0.276008592199582
"chr1-18175001-18180000",-0.883901846085131,0.904291569722803,-0.201359363818945,-0.263120771399226
"chr1-18640001-18645000",0.815773678732797,-0.567064220520917,-0.173828864361707,-0.201051682905133
"chr1-18645001-18650000",0.881815679333494,-0.702521763263597,-0.203118343057459,-0.202002576139169
"chr1-18650001-18655000",0.927639738825474,-0.731774278893004,-0.267025504120863,-0.30559377316475
"chr1-18815001-18820000",-0.267127497725724,-0.204379490838813,0.843325160630489,-0.124006560149423
"chr1-18825001-18830000",-0.263228139651794,-0.37256772112777,0.865181216687242,-0.160273592680854
"chr1-19070001-19075000",0.751940299280757,-0.69748542922974,-0.202006353850748,-0.422277070891896
"chr1-19505001-19510000",-0.788967771019462,0.786090006463463,-0.418924194206696,-0.107811822788738
"chr1-20075001-20080000",-0.795778069946879,-0.0434020523124602,-0.0574489106858266,0.76599891876202
"chr1-20275001-20280000",-0.23528406432644,-0.209237405945314,0.0132630054297211,0.791747406310965
"chr1-20380001-20385000",-0.391009964574101,-0.0264540317292093,-0.193166786424664,0.763625234200614
"chr1-20400001-20405000",-0.410181673374453,-0.343417872227661,-0.211080449739233,0.825499211065138
"chr1-20405001-20410000",-0.607238658992605,-0.410495572294788,-0.183494627800277,0.901448774609495
"chr1-20425001-20430000",-0.14625656315726,-0.132982051124277,0.00879513319970825,0.770742765471763
"chr1-20575001-20580000",-0.744127692426638,0.782181401431271,-0.195817894241102,-0.235077512336335
"chr1-20585001-20590000",-0.8391123545223,0.863225118603663,-0.384102867924948,-0.438493675143758
"chr1-20590001-20595000",-0.857490469537127,0.884654524433061,-0.454760575315805,-0.370848845928784
"chr1-20595001-20600000",-0.827912245073871,0.853342159369428,-0.243154827432831,-0.247167647427366
"chr1-20600001-20605000",-0.819107706329803,0.84745500378543,-0.335348742330529,-0.235928854361325
"chr1-20835001-20840000",-0.743017692342364,0.765369987599229,-0.106500900418616,-0.182323402963194
"chr1-20850001-20855000",-0.816221782566199,0.853722749173632,-0.402185104438483,-0.394893032753557
"chr1-20995001-21000000",-0.781738715205269,0.767796496159536,-0.128463946055088,-0.0502941347794611
"chr1-21090001-21095000",-0.863743717586779,0.834104103126283,-0.28532400000035,-0.0995097896171122
"chr1-21515001-21520000",-0.858021379266295,-0.481246323838881,-0.33914534682108,0.920347746657835
"chr1-21520001-21525000",-0.740324748756111,-0.012318274682496,-0.183530131747438,0.750146928698794
"chr1-21765001-21770000",-0.751757014596621,0.771179814924178,-0.227494577062758,-0.225294355600412
"chr1-21955001-21960000",0.823833293127271,-0.767586541310835,-0.307353272948073,-0.287515734702818
"chr1-22705001-22710000",-0.836152915553336,0.847808853114269,-0.22428831689089,-0.141807884512571
"chr1-22715001-22720000",-0.644876818708185,0.75171742738838,-0.141288972880876,0.00897478131870809
"chr1-22730001-22735000",-0.506884651902661,0.791365026252017,-0.213689048220654,-0.259581902333215
"chr1-22735001-22740000",-0.867974759075554,0.888480519603987,-0.281971103068628,-0.305027257243305
"chr1-22740001-22745000",-0.57077384414997,0.819293499224461,-0.089947465992996,-0.142018586796071
"chr1-22745001-22750000",-0.835911911065195,0.872648349468889,-0.344804960700496,-0.333337185528836
"chr1-22750001-22755000",-0.8184283161147,0.845410952984758,-0.208410310583072,-0.256216887499827
"chr1-22830001-22835000",-0.874595855872082,0.898277412295644,-0.204522330172557,-0.350441355782731
"chr1-22845001-22850000",-0.53213589135456,0.785289330147859,-0.134569386678641,-0.127455812718504
"chr1-23280001-23285000",-0.757672377142709,0.766988523778989,-0.118600578700737,-0.137506505941243
"chr1-23600001-23605000",0.791798575788728,-0.782093075780691,-0.383212359292161,-0.0878319679171291
"chr1-24365001-24370000",-0.741378420788202,0.779245459646581,-0.416141221540795,-0.153238033200354
"chr1-24370001-24375000",-0.698691825521228,-0.0871794408239384,-0.197409793040969,0.768118443274327
"chr1-24380001-24385000",-0.768929158976063,0.766885681989518,-0.459574771002294,-0.0459848979440178
"chr1-24485001-24490000",0.843973648916813,-0.817801754233249,-0.285665626276484,-0.242881320011188
"chr1-24505001-24510000",0.872510448430549,-0.866289696628688,-0.33161972289238,-0.473201083580594
"chr1-25380001-25385000",-0.756311995402912,0.782637588608886,-0.11584514978944,-0.22129879883154
"chr1-25470001-25475000",0.788941820420299,-0.793780816042702,-0.10174042845816,-0.136476596954889
"chr1-25565001-25570000",0.767029150789319,-0.756427300585451,-0.0772667329672496,-0.210097538549138
"chr1-25620001-25625000",0.793147059033876,-0.767825086896051,-0.120857514875311,-0.226569718070371
"chr1-25630001-25635000",0.766360942272869,-0.716222180752889,-0.144980004276621,-0.252240748537031
"chr1-25640001-25645000",0.760084986397708,-0.794751971782384,0.00400724117472905,-0.503031843043836
"chr1-25665001-25670000",0.823718000933229,-0.781751677929149,-0.15443688161719,-0.233363958479412
"chr1-25695001-25700000",0.768575186208713,-0.54874401413537,-0.123007034369983,-0.217838066478168
"chr1-25755001-25760000",0.750116293987291,-0.5788280784298,-0.120123613730412,-0.192451385612923
"chr1-25765001-25770000",0.764067261598769,-0.719513707243842,-0.144945113625167,-0.172974161092221
"chr1-25770001-25775000",0.806396857457495,-0.782105766961385,-0.279952171842517,-0.378743447725335
"chr1-25775001-25780000",0.813414462354082,-0.804150550081904,-0.248624279929795,-0.507860276161695
"chr1-26150001-26155000",-0.750030193480983,0.785528614647643,-0.292902804817714,-0.247936252486117
"chr1-26645001-26650000",-0.760651440527747,0.801570152339594,-0.381174226826188,-0.314297677537574
"chr1-27000001-27005000",-0.821743923080851,0.80082624090979,-0.719640054773089,-0.056276480082923
"chr1-28110001-28115000",-0.861081177129984,0.81422132526409,-0.539555628975223,-0.0737253843918082
"chr1-28120001-28125000",-0.766880927080773,0.764003361066765,-0.186077106225231,-0.0676395874142568
"chr1-28125001-28130000",-0.807038365527975,0.7697217342256,-0.330796630546538,-0.012158778018553
"chr1-28135001-28140000",-0.847705797756562,0.770129571776846,-0.579360536381577,0.0282952203859193
"chr1-28155001-28160000",-0.783601098144337,0.79434365473537,-0.25414734409657,-0.145012007191641
"chr1-29705001-29710000",-0.474433851910568,0.786211332173443,-0.179642173884415,-0.284368960592749
"chr1-29710001-29715000",-0.888298565389921,0.889035152411327,-0.202691067348258,-0.263966076363873
"chr1-29730001-29735000",-0.489379141729959,0.804485986908094,-0.166707768785237,-0.194362478432132
"chr1-29980001-29985000",-0.529507693099215,0.81513380161559,-0.129150869733787,-0.232792776304239
"chr1-29985001-29990000",-0.906316256410754,0.938294759038461,-0.273442221549833,-0.308758975780866
"chr1-30040001-30045000",-0.0791924097817825,-0.153643161041134,0.76926636954474,-0.225644694106649
"chr1-30130001-30135000",-0.831126937250327,0.843745599573877,-0.13967059194256,-0.295198774197201
"chr1-30830001-30835000",-0.779168161965917,0.784140634745867,-0.182741288572132,-0.0838296687414285
"chr1-30840001-30845000",-0.748185691180596,0.772382560806643,-0.244909123734042,-0.100272946105671
"chr1-30875001-30880000",-0.758927619766133,0.766699293695752,-0.190297220241692,-0.0859731290527217
"chr1-31100001-31105000",-0.745333943694803,0.771764456065729,-0.20261887495188,-0.132809903170871
"chr1-31105001-31110000",-0.806843749592171,0.840820181705398,-0.383881023374306,-0.200173023843225
"chr1-31110001-31115000",-0.72498525211496,0.76140257234411,-0.19755799021115,-0.141834146430401
"chr1-31170001-31175000",-0.7745130897152,0.812724334496844,-0.212679391900039,-0.21861945774909
"chr1-31470001-31475000",-0.639586105702061,0.770803855212982,-0.301419912242506,0.0113986494960048
"chr1-31480001-31485000",-0.871226157482744,0.867712647420715,-0.506902743914914,-0.334284950984918
"chr1-31520001-31525000",-0.883649542796751,0.908008837756029,-0.670029014242824,-0.630496544246717
"chr1-31525001-31530000",-0.528823841520359,0.772275156570363,-0.0715040112284092,-0.12366020300094
"chr1-31605001-31610000",-0.870670117933011,0.838803660856038,-0.427619897280591,-0.0936712455349553
"chr1-31845001-31850000",0.757381858887025,-0.772611325355871,-0.0855270475835875,-0.0959747174649557
"chr1-32270001-32275000",0.770053701417583,-0.82908298038205,-0.043417293606279,-0.127517693866089
"chr1-32430001-32435000",-0.209359798576282,-0.156316881393048,-0.159410043986593,0.76753137359802
"chr1-33030001-33035000",-0.716368233453689,0.751763680276384,-0.23597161200077,-0.176309119779911
"chr1-33050001-33055000",-0.783734816404865,0.803254563264168,-0.18769895794105,-0.192432174416905
"chr1-33335001-33340000",-0.737257777453988,0.771545449940717,-0.273235662081382,-0.294737363736376
"chr1-33500001-33505000",-0.529461771997508,0.760045346563298,-0.113989011178128,-0.103026581740864
"chr1-34625001-34630000",-0.498483719420003,0.766837456929662,-0.106425006765785,-0.230552677311277
"chr1-35345001-35350000",-0.772015026156388,0.819561412416104,-0.389606955798681,-0.317671744032719
"chr1-35360001-35365000",-0.735804164448441,0.773406356020343,-0.323626582911225,-0.162357469153239
"chr1-35410001-35415000",-0.710640259491375,0.751147866756897,-0.243965227042483,-0.162246884707769
"chr1-35505001-35510000",0.804841641305919,-0.813620894392443,-0.0599406417988872,-0.404087198366769
"chr1-35835001-35840000",-0.740758573733157,0.778976672265981,-0.256750613735537,-0.156624472734454
"chr1-35860001-35865000",-0.78450265351806,0.824704095835864,-0.339111592435554,-0.334937883620387
"chr1-36030001-36035000",-0.739173032308617,0.775188977212918,-0.173986146621526,-0.21754067609284
"chr1-36055001-36060000",-0.744193378998546,0.773262173618097,-0.144474000488213,-0.194432219567528
"chr1-36200001-36205000",-0.740884467668731,0.778792015507758,-0.480376659853108,-0.226717736640339
"chr1-36485001-36490000",-0.870855770227994,0.823689188350536,-0.668910825865907,-0.0498245056628905
"chr1-36660001-36665000",-0.669896285549474,0.765317297016421,-0.17160063128172,-0.00800044577357802
"chr1-37030001-37035000",-0.361462324614041,-0.0392843712006239,-0.0350557093200987,0.771671422066239
"chr1-37035001-37040000",-0.421217426684217,-0.07922245485058,-0.00747444109545202,0.786497436191307
"chr1-37090001-37095000",-0.544346251667028,-0.177344017842216,-0.0722561695160863,0.864034291481751
"chr1-37235001-37240000",-0.202589022862371,-0.123830606900496,-0.00399130801195648,0.815871940824264
"chr1-37285001-37290000",-0.932699964169151,-0.0829550770819654,-0.193779774870961,0.822593911099319
"chr1-37290001-37295000",-0.484561151800334,-0.190846256228187,-0.00628146277930172,0.831220086100178
"chr1-37605001-37610000",-0.745141991639182,0.779054779867409,-0.339469596182555,-0.151017040749353
"chr1-38170001-38175000",-0.895758885158227,0.763565947459546,-0.42594081574621,0.0603946790281031
"chr1-38370001-38375000",-0.165559521424844,-0.108160875552766,0.0136366075519689,0.758841346924941
"chr1-38435001-38440000",-0.176107996259855,-0.197615013196269,-0.110219018262654,0.820588899061563
"chr1-38470001-38475000",-0.772333719820988,-0.844281325046056,-0.362213481457302,0.912333896023048
"chr1-38475001-38480000",-0.701973141232909,-0.878882820022059,-0.177611752951406,0.850516600557284
"chr1-38480001-38485000",-0.713832751913024,-0.291463775651696,-0.27328719088533,0.881795971748754
"chr1-38495001-38500000",-0.156883687140136,-0.125761454404856,-0.0713539592879567,0.752252817323678
"chr1-38975001-38980000",0.857298941384465,-0.837643493098759,-0.225276064135662,-0.504758557586412
"chr1-39030001-39035000",0.760191981000669,-0.706005097250866,-0.173986800860852,-0.218366740958789
"chr1-39180001-39185000",0.778454967952624,-0.769628616602119,-0.0891332978172957,-0.299191890627395
"chr1-39540001-39545000",-0.845963871137938,0.842964126441279,-0.537783294100347,-0.163190480810768
"chr1-39680001-39685000",0.79797166154919,-0.799356430702943,-0.0913186442267787,-0.206704394954973
"chr1-39890001-39895000",-0.75360047939455,0.791085561403864,-0.411961091892951,-0.245351891396996
"chr1-39905001-39910000",-0.806367077582027,0.826474836297969,-0.391496315274487,-0.166799779956319
"chr1-39930001-39935000",-0.825023606706215,0.855046026051652,-0.659788208015522,-0.37156506518328
"chr1-39935001-39940000",-0.761973532609877,0.779864071064587,-0.331571390728323,-0.125302818863458
"chr1-40535001-40540000",-0.767984118517291,0.80298002352256,-0.22022829781467,-0.312370775982621
"chr1-40605001-40610000",-0.723622497774129,0.754969992961284,-0.218123305160207,-0.103372753383102
"chr1-40890001-40895000",-0.73521554760614,0.77554897569017,-0.223882963259885,-0.203373811162304
"chr1-40895001-40900000",-0.734169108480888,0.771196912743007,-0.154006610151594,-0.233566845699435
"chr1-40905001-40910000",-0.779736270665529,0.816276362156144,-0.249670136223412,-0.286435972851334
"chr1-40935001-40940000",-0.795805620794439,0.823028794018176,-0.310058272488336,-0.174998150593862
"chr1-40955001-40960000",-0.732970927713091,0.75688895148077,-0.185424583777508,-0.105950714820919
"chr1-41105001-41110000",-0.743269315231218,0.773882310751889,-0.297844353898179,-0.0920679116991346
"chr1-41110001-41115000",-0.765289736854718,0.766616639048968,-0.0740328905632324,-0.131307001881869
"chr1-41270001-41275000",-0.796585286651925,0.829447307173637,-0.261144250081744,-0.266286138302287
"chr1-41275001-41280000",-0.876021750424913,0.868447656202169,-0.273211716425707,-0.252248808629717
"chr1-41420001-41425000",-0.552405634801028,0.755124256040477,-0.234434647993285,-0.187043711373075
"chr1-41425001-41430000",-0.791285394148911,0.822267780107815,-0.179440499634492,-0.317671549270337
